gene_name	regulator	sign	mechanism
fruK	fruR	-1	unk
fruK	spo0A	-1	TF+PP
fruK	ccpA	-1	TF+PP+M
yhfT	birA	0	TF+P+M
yisQ	yisR	0	silico-TF+unk
yhbB	sigE	1	sigma factor
yhbB	spoIIID	1	TF
ybfH	ybfI	0	silico-TF+unk
cymR	sigA	1	sigma factor
cymR	stringent response	-1	unk
ytkD	sigF	1	sigma factor
ytkD	sigA	1	sigma factor
yobJ	sigW	1	sigma factor
nadR	sigA	1	sigma factor
nadR	nadR	-1	TF+M
paiB	yybA	0	silico-TF+unk
ygaB	sigG	1	sigma factor
rplS	stringent response	-1	unk
rplS	rplS	0	silico-RNA switch
feuA	sigA	1	sigma factor
feuA	fur	-1	TF+M
feuA	citB	1	riboswitch
feuA	btr	1	TF+M
feuA	glcR	0	silico-TF+unk
ywfI	ccpA	0	TF+PP+M
thiC	Thi-box	-1	riboswitch
cysH	sigA	1	sigma factor
cysH	S-box-SAM	-1	
cysH	cymR	-1	TF+P+M
ycgR	sigM	1	sigma factor
yfiY	fur	-1	TF+M
yoaI	sigK	1	sigma factor
yyaD	sigE	1	sigma factor
yyaD	spoIIID	-1	TF
yaaN	sigW	1	sigma factor
epsJ	sigA	1	sigma factor
epsJ	sigH	1	sigma factor
epsJ	sinR	-1	TF
epsJ	eAR	0	RNA antiterminator
epsJ	abrB	-1	TF
skfG	spo0A	1	TF+PP
skfG	phoP	1	TF+TC
skfG	abrB	-1	TF
rpsS	stringent response	-1	unk
mtlA	mtlR	1	TF+PTS
mtlA	ccpA	0	TF+PP+M
epsO	sigA	1	sigma factor
epsO	sigH	1	sigma factor
epsO	sinR	-1	TF
epsO	eAR	0	RNA antiterminator
epsO	abrB	-1	TF
yclK	resD	1	TF+TC
pucR	sigA	1	sigma factor
pucR	tnrA	1	TF+P+M
pucR	pucR	1	TF+M
glgB	sigE	1	sigma factor
glgB	sigH	1	sigma factor
yabN	sigX	1	sigma factor
yabN	sigW	1	sigma factor
yabN	sigE	1	sigma factor
yabN	spoIIID	-1	TF
metK	sigA	1	sigma factor
metK	S-box-SAM	-1	
lmrA	sigA	1	sigma factor
lmrA	lmrA	-1	TF+M
lmrA	qdor	0	TF+M
yflB	sigE	1	sigma factor
yflB	abrB	-1	TF
yflB	spoIIID	-1	TF
sacX	sigA	1	sigma factor
sacX	sacY	1	P-AT+PTS
sacX	sacT	1	P-AT+PTS
sacX	degU	1	TF+TC
ispA	sigA	1	sigma factor
ispA	scoC	-1	TF
ispA	ipi	1	TF
ispA	degU	1	TF+TC
ispA	codY	0	TF+M
secY	stringent response	-1	unk
cotJB	sigE	1	sigma factor
cotJB	spoIIID	1	TF
yhcM	sigG	1	sigma factor
yhcM	sigF	1	sigma factor
yhcM	sigB	1	sigma factor
gerPE	sigK	1	sigma factor
gerPE	gerE	-1	TF
yjcA	sigE	1	sigma factor
yjcA	sigK	1	sigma factor
yjcA	spoIIID	-1	TF
pucJ	sigA	1	sigma factor
pucJ	tnrA	1	TF+P+M
pucJ	pucR	1	TF+M
yhcF	sigG	1	sigma factor
yhcF	comK	1	TF
yhcF	gabR	0	TF+M
spoVAA	sigG	1	sigma factor
spoVAA	spoVT	1	TF
proH	sigE	1	sigma factor
proH	spoIIID	1	TF
ylaC	ylaC	1	sigma factor
ylaC	sigA	1	sigma factor
ylaC	spx	1	TF+S
gltR	sigA	1	sigma factor
gltR	gltR	-1	unk
spoIIIAG	sigE	1	sigma factor
spoIIIAG	gerR	-1	TF
spoIIIAG	spoIIID	-1	TF
spoIIIAG	gerE	-1	TF
opuAC	sigA	1	sigma factor
yhcQ	sigG	1	sigma factor
yobW	sigK	1	sigma factor
yobW	sigE	1	sigma factor
yobW	spoIIID	1	TF
purH	sigA	1	sigma factor
purH	purR	-1	TF+M
purH	G-box-HXTX	1	riboswitch
purH	G-box-GUA	1	riboswitch
yjbC	sigX	1	sigma factor
yjbC	sigW	1	sigma factor
yjbC	sigM	1	sigma factor
yjbC	sigB	1	sigma factor
yjbC	sigA	1	sigma factor
yjbC	perR	-1	TF+S
yjbC	yodB	-1	TF+S
yutC	sigG	1	sigma factor
tuaB	sigA	1	sigma factor
tuaB	phoP	1	TF+TC
narJ	sigA	1	sigma factor
narJ	fnr	1	TF+M
yclN	fur	-1	TF+M
yxjH	S-box-SAM	-1	
yxjH	codY	0	TF+M
yozD	sigE	1	sigma factor
proB	T-box-PRO	1	RNA switch
noc	comK	1	TF
addB	sigA	1	sigma factor
addB	comK	1	TF
albG	sigA	1	sigma factor
albG	rok	-1	TF
albG	resD	1	TF+TC
albG	abrB	-1	TF
xynC	abrB	-1	TF
yrrI	sigG	1	sigma factor
yuaI	sigW	1	sigma factor
yuaI	codY	0	TF+M
asd	sigK	1	sigma factor
asd	sigA	1	sigma factor
yqhH	sigF	1	sigma factor
yqhH	lexA	0	TF-proteolyse
pucI	sigA	1	sigma factor
pucI	pucR	1	TF+M
pucI	tnrA	0	TF+P+M
yfmC	fur	-1	TF+M
yvcB	degU	1	TF+TC
yvcB	abrB	-1	TF
rocG	sigL	1	sigma factor
rocG	rocR	1	TF+M
rocG	ccpA	-1	TF+PP+M
rocG	ahrC	1	TF+M
rocG	abrB	-1	TF
rocG	spo0A	-1	TF+PP
cheV	sigD	1	sigma factor
ytlA	sigK	1	sigma factor
ndh	sigA	1	sigma factor
ndh	stringent response	-1	unk
ndh	rex	-1	TF+M
argH	ahrC	-1	TF+M
feuB	sigA	1	sigma factor
feuB	fur	-1	TF+M
feuB	citB	1	riboswitch
feuB	btr	1	TF+M
feuB	glcR	0	silico-TF+unk
manP	manR	1	TF+PTS
lysP	L-box-LYS	0	riboswitch
spoIIIAD	sigE	1	sigma factor
spoIIIAD	gerR	-1	TF
spoIIIAD	spoIIID	-1	TF
spoIIIAD	gerE	-1	TF
mdxE	sigK	1	sigma factor
mdxE	sigE	1	sigma factor
mdxE	mdxR	0	silico-TF+M
yesY	yesS	1	TF+P+unk
yesY	ccpA	0	TF+PP+M
tuaA.1	sigA	1	sigma factor
tuaA.1	phoP	1	TF+TC
thiU	sigK	1	sigma factor
thiU	Thi-box	-1	riboswitch
ureA	sigH	1	sigma factor
ureA	sigA	1	sigma factor
ureA	tnrA	1	TF+P+M
ureA	pucR	1	TF+M
ureA	glnR	-1	TF+P+M
ureA	codY	-1	TF+M
yvfW	sinR	-1	TF
yvfW	lutR	-1	TF+M
yvfW	fsrA	-1	small regulatory RNA
comC	sigA	1	sigma factor
comC	comK	1	TF
sigB	sigA	1	sigma factor
sigB	ccpA	-1	TF+PP+M
ggaB	sigA	1	sigma factor
msmR	ccpA	-1	TF+PP+M
msmR	msmR	0	silico-TF+M
mdh	sigA	1	sigma factor
mdh	citB	0	riboswitch
mdh	ccpC	-1	 TF+M+DNA
mdh	ccpA	-1	TF+PP+M
mdh	codY	0	TF+M
ynzB	sigE	1	sigma factor
rhgT	yesS	1	TF+P+unk
rhgT	ccpA	0	TF+PP+M
abh	sigX	1	sigma factor
abh	sigM	1	sigma factor
abh	sigW	1	sigma factor
bioB	birA	-1	TF+P+M
skfE	spo0A	1	TF+PP
skfE	phoP	1	TF+TC
skfE	abrB	-1	TF
yunB	sigE	1	sigma factor
yunB	sigK	1	sigma factor
cysP	sigA	1	sigma factor
cysP	S-box-SAM	-1	
cysP	cymR	-1	TF+P+M
citZ	sigA	1	sigma factor
citZ	citB	0	riboswitch
citZ	ccpC	-1	 TF+M+DNA
citZ	ccpA	-1	TF+PP+M
citZ	codY	0	TF+M
sucD	sigA	1	sigma factor
sucD	ccpA	-1	TF+PP+M
ytcA	sigK	1	sigma factor
ylaK	sigE	1	sigma factor
galT	ccpA	-1	TF+PP+M
yhgD	yhgD	0	silico-TF+unk
fabL	sigE	1	sigma factor
fabL	sigG	1	sigma factor
fabL	sigA	1	sigma factor
fabL	yfhP	-1	unk
fabL	spoVT	-1	TF
fabL	rsfA	1	P
ydaO	ydaO riboswitch	1	riboswitch
ytpB	sigM	1	sigma factor
phoD	sigA	1	sigma factor
phoD	phoP	1	TF+TC
opuD	sigE	1	sigma factor
rpoA	stringent response	-1	unk
exuM	sigE	1	sigma factor
exuM	sigA	1	sigma factor
exuM	exuR	-1	TF+M
exuM	ccpA	-1	TF+PP+M
yydK	yydK	0	silico-TF+M
yjqC	sigK	1	sigma factor
uxaC	sigA	1	sigma factor
uxaC	exuR	-1	TF+M
uxaC	ccpA	-1	TF+PP+M
ytxO	sigK	1	sigma factor
hemZ	sigA	1	sigma factor
hemZ	rex	-1	TF+M
hemZ	resD	1	TF+TC
hemZ	fnr	1	TF+M
hemZ	arfM	1	TF
nucB	sigE	1	sigma factor
yxiE	sigA	1	sigma factor
yxiE	licT	1	P-AT+PTS
yxiE	ccpA	-1	TF+PP+M
kipI	sigK	1	sigma factor
kipI	tnrA	1	TF+P+M
kipI	kipR	-1	TF+unk
yybN	rok	-1	TF
yybN	spo0A	1	TF+PP
sinR	sigA	1	sigma factor
sinR	spo0A	-1	TF+PP
sinR	scoC	-1	TF
sinR	abrB	-1	TF
sinR	sinR	-1	TF
cysJ	sigA	1	sigma factor
cysJ	cysL	1	TF+M
cysJ	yetL	0	TF+M
xkdI	xpf	1	sigma factor
yvrN	comK	1	TF
yvrN	abrB	-1	TF
rsbW	sigB	1	sigma factor
rsbW	sigA	1	sigma factor
rsbW	ccpA	-1	TF+PP+M
mtnN	sigA	1	sigma factor
mtnN	spx	1	TF+S
mtnN	cymR	-1	TF+P+M
parA	spo0A	-1	TF+PP
yvrJ	yvrI-YvrHa	1	sigma like factor
ycbD	ycbG	-1	TF+M
yjcN	rok	-1	TF
nfrA	sigD	1	sigma factor
nfrA	sigA	1	sigma factor
nfrA	spx	1	TF+S
nfrA	spo0A	-1	TF+PP
cysE	sigA	1	sigma factor
cysE	T-box-CYS	1	RNA switch
yvfU	yvfU	0	silico-TF+TC
copB	czrA	-1	TF+M
ynzC	lexA	-1	TF-proteolyse
ynzC	comK	1	TF
ykoL	sigA	1	sigma factor
ykoL	tnrA	1	TF+P+M
ykoL	phoP	1	TF+TC
yusV	fur	-1	TF+M
ybxH	sigG	1	sigma factor
ybxH	spoVT	-1	TF
hisI	hisR	0	silico-TF+M
yjcG	codY	0	TF+M
ylxW	sigM	1	sigma factor
ylxW	sigE	1	sigma factor
ylxW	sigA	1	sigma factor
ylxW	spoIIID	-1	TF
spoIIIAC	sigE	1	sigma factor
spoIIIAC	gerR	-1	TF
spoIIIAC	spoIIID	-1	TF
spoIIIAC	gerE	-1	TF
cwlC	sigK	1	sigma factor
pstA	phoP	1	TF+TC
arfM	sigA	1	sigma factor
arfM	fnr	1	TF+M
arfM	arfM	-1	TF
pyrF	sigA	1	sigma factor
pyrF	pyrR	1	P-AT+M
pyrF	purR	-1	TF+M
ykvR	lexA	-1	TF-proteolyse
fabF	sigW	1	sigma factor
fabF	sigA	1	sigma factor
fabF	fapR	-1	TF+M
yetA	ccpA	0	TF+PP+M
epsE	sigA	1	sigma factor
epsE	sigH	1	sigma factor
epsE	sinR	-1	TF
epsE	eAR	0	RNA antiterminator
epsE	abrB	-1	TF
sspN	sigG	1	sigma factor
sspN	sigF	1	sigma factor
yphA	sigF	1	sigma factor
epsC	sigA	1	sigma factor
epsC	sigH	1	sigma factor
epsC	sinR	-1	TF
epsC	eAR	0	RNA antiterminator
epsC	abrB	-1	TF
spoVE	sigE	1	sigma factor
spoVE	sigA	1	sigma factor
spoVE	spoIIID	-1	TF
murB	sigM	1	sigma factor
murB	sigE	1	sigma factor
murB	sigA	1	sigma factor
murB	spoIIID	-1	TF
yjcF	codY	0	TF+M
ytzC	sigG	1	sigma factor
ymzB	sigB	1	sigma factor
ymzB	abrB	-1	TF
slp	codY	0	TF+M
yqaI	sknR	-1	TF
ctpA	sigE	1	sigma factor
yvbY	sinR	-1	TF
yvbY	lutR	-1	TF+M
yvbY	fsrA	-1	small regulatory RNA
rplJ	stringent response	-1	unk
rplJ	rplJ	0	silico-RNA switch
yqzD	spo0A	-1	TF+PP
sigG	sigF	1	sigma factor
sigG	sigA	1	sigma factor
sigG	spo0A	1	TF+PP
sigG	sinR	-1	TF
sigG	abrB	-1	TF
sigG	spoVT	-1	TF
sigG	rsfA	1	P
rplW	stringent response	-1	unk
iolR	sigA	1	sigma factor
iolR	iolR	-1	TF+M
malK	sigK	1	sigma factor
malK	sigE	1	sigma factor
malK	mdxR	0	silico-TF+M
yngI	sigE	1	sigma factor
yngI	spoIIID	-1	TF
yngI	ccpA	0	TF+PP+M
acoB	sigL	1	sigma factor
acoB	sigK	1	sigma factor
acoB	ccpA	-1	TF+PP+M
acoB	acoR	1	TF+M
queF	preQ1 riboswitch	-1	riboswitch
opuAB	sigA	1	sigma factor
ysnD	sigK	1	sigma factor
ysnD	sigE	1	sigma factor
ysnD	tnrA	0	TF+P+M
ansB	sigA	1	sigma factor
ansB	ansR	-1	TF+M
ywcJ	sigA	1	sigma factor
ywcJ	rex	-1	TF+M
ywcJ	fnr	0	TF+M
ywcJ	ccpA	0	TF+PP+M
yrkF	yrkD	0	silico-TF+unk
tadA	sigA	1	sigma factor
ykkC	RNA - ykkC-yxkD	0	silico-riboswitch
spoIIIAA	sigE	1	sigma factor
spoIIIAA	gerR	-1	TF
spoIIIAA	spoIIID	-1	TF
spoIIIAA	gerE	-1	TF
gerAB	sigG	1	sigma factor
gerAB	sigF	1	sigma factor
gerAB	spoVT	-1	TF
fliJ	sigD	1	sigma factor
fliJ	sigA	1	sigma factor
fliJ	spo0A	-1	TF+PP
fliJ	codY	-1	TF+M
prpD	sigE	1	sigma factor
prpD	ccpA	-1	TF+PP+M
prpD	spoIIID	-1	TF
tagC	lexA	-1	TF-proteolyse
yjeA	walR	-1	TF+TC
yhxC	sigE	1	sigma factor
pel	tnrA	-1	TF+P+M
pel	comA	1	TF+TC
pel	ccpA	-1	TF+PP+M
fabI	sigA	1	sigma factor
fabI	fapR	-1	TF+M
comX	sigA	1	sigma factor
ywrJ	sigK	1	sigma factor
ptkA	abrB	-1	TF
ywjD	sigG	1	sigma factor
sodA	sigB	1	sigma factor
nusB	stringent response	-1	unk
nusB	purR	-1	TF+M
rocD	sigL	1	sigma factor
rocD	spo0A	-1	TF+PP
rocD	rocR	1	TF+M
rocD	codY	-1	TF+M
rocD	ahrC	1	TF+M
narH	sigA	1	sigma factor
narH	fnr	1	TF+M
yteJ	sigW	1	sigma factor
yuaG	sigW	1	sigma factor
yuaG	codY	0	TF+M
sacC	sigL	1	sigma factor
sacC	levR	1	TF+PTS
sacC	ccpA	-1	TF+PP+M
rpsNB	zur	-1	TF+M
rsbRA	sigA	1	sigma factor
rsbRA	sigB	1	sigma factor
gltP	sigH	1	sigma factor
yybJ	rok	-1	TF
yybJ	spo0A	1	TF+PP
argC	sigA	1	sigma factor
argC	ahrC	-1	TF+M
argC	abrB	1	TF
argC	tnrA	0	TF+P+M
lytR	sigX	1	sigma factor
lytR	sigM	1	sigma factor
lytR	sigA	1	sigma factor
lytR	lytR	-1	TF
pbuO	purR	-1	TF+M
htpX	ykrK	-1	TF+unk
htpX	rok	-1	TF
yndA	sigE	1	sigma factor
artQ	ahrC	0	TF+M
yclD	bsdA	0	TF+M
ahrC	SR1	-1	
rpoE	sigA	1	sigma factor
rpoE	fadR	-1	TF+M
yocK	sigB	1	sigma factor
sigO	yvrI-YvrHa	1	sigma like factor
sigO	yvrHb	1	TF+TC
cotV	sigK	1	sigma factor
cotV	gerE	1	TF
cotV	spoIIID	1	TF
phoP	sigE	1	sigma factor
phoP	sigB	1	sigma factor
phoP	sigA	1	sigma factor
phoP	phoP	1	TF+TC
phoP	ccpA	-1	TF+PP+M
phoP	resD	1	TF+TC
phoP	scoC	-1	TF
phoP	walR	1	TF+TC
glgD	sigE	1	sigma factor
glgD	sigH	1	sigma factor
yfmS	sigD	1	sigma factor
glnR	sigA	1	sigma factor
glnR	tnrA	-1	TF+P+M
glnR	glnR	-1	TF+P+M
des	sigA	1	sigma factor
des	desR	1	TF+TC
ypzA	sigG	1	sigma factor
ybaK	sigG	1	sigma factor
ybaK	sigE	1	sigma factor
ybaK	lexA	-1	TF-proteolyse
ybaK	spoVT	1	TF
pnpA	stringent response	-1	unk
gmuR	sigA	1	sigma factor
gmuR	gmuR	-1	TF+M
gmuR	ccpA	-1	TF+PP+M
gmuR	abrB	1	TF
ywbB	rbsR	0	silico-TF+M
fmnP	FMN-box	-1	riboswitch
pdxS	spo0A	-1	TF+PP
xkdF	xpf	1	sigma factor
yesW	yesS	1	TF+P+unk
yesW	ccpA	0	TF+PP+M
rpsQ	stringent response	-1	unk
cotJA	sigE	1	sigma factor
cotJA	spoIIID	1	TF
dnaE	lexA	-1	TF-proteolyse
ydfR	sigG	1	sigma factor
ydfR	sigK	1	sigma factor
ydfR	spoVT	-1	TF
yodH	sigK	1	sigma factor
ylbH	RNA - ylbH	0	silico-riboswitch
licB	sigA	1	sigma factor
licB	licR	1	TF+PTS
licB	ccpA	-1	TF+PP+M
licB	rbsR	0	silico-TF+M
ywbO	sigX	1	sigma factor
ywbO	sigW	1	sigma factor
ywbO	sigM	1	sigma factor
yxjI	sigW	1	sigma factor
yxjI	sigB	1	sigma factor
yxjI	degU	-1	TF+TC
epsK	sigA	1	sigma factor
epsK	sigH	1	sigma factor
epsK	sinR	-1	TF
epsK	eAR	0	RNA antiterminator
epsK	abrB	-1	TF
uvrC	lexA	-1	TF-proteolyse
acsA	sigA	1	sigma factor
acsA	codY	-1	TF+M
acsA	ccpA	-1	TF+PP+M
citA	sigA	1	sigma factor
citA	citR	-1	TF+M
citA	codY	0	TF+M
spoVID	sigE	1	sigma factor
trmE	comK	1	TF
yflN	sigA	1	sigma factor
yflN	citT	1	TF+TC
yflN	ccpA	-1	TF+PP+M
ydhF	sigE	1	sigma factor
ydhF	sigA	1	sigma factor
ydhF	phoP	1	TF+TC
ydhF	spoIIID	-1	TF
ydhF	gerR	-1	TF
yneB	lexA	-1	TF-proteolyse
yneB	comK	1	TF
ftsA	sigH	1	sigma factor
ftsA	sigA	1	sigma factor
ftsA	walR	1	TF+TC
ftsA	abrB	-1	TF
yisT	sigH	1	sigma factor
dnaA	sigA	1	sigma factor
dnaA	sigG	1	sigma factor
dnaA	spo0A	-1	TF+PP
dnaA	dnaA	-1	TF
ssuB	sigA	1	sigma factor
ssuB	cymR	-1	TF+P+M
ssuB	spx	-1	TF+S
eno	sigA	1	sigma factor
eno	cggR	-1	TF+M
ganQ	lacR	-1	TF+M
ganQ	ccpA	0	TF+PP+M
yheI	spoIIID	1	TF
xkdM	xpf	1	sigma factor
pucE	sigA	1	sigma factor
pucE	tnrA	1	TF+P+M
pucE	pucR	1	TF+M
ywjB	fur	-1	TF+M
artR	ahrC	0	TF+M
yvdJ	sigK	1	sigma factor
yvdJ	sigE	1	sigma factor
yvdJ	mdxR	0	silico-TF+M
bioK	birA	-1	TF+P+M
flhB	sigD	1	sigma factor
flhB	sigA	1	sigma factor
flhB	spo0A	-1	TF+PP
flhB	codY	-1	TF+M
ydgB	sigK	1	sigma factor
ydgB	gerE	-1	TF
mrgA	sigA	1	sigma factor
mrgA	perR	-1	TF+S
glnA	sigA	1	sigma factor
glnA	tnrA	-1	TF+P+M
glnA	glnR	-1	TF+P+M
ywtF	sigM	1	sigma factor
ytcC	sigK	1	sigma factor
yulC	rhaR	0	silico-TF+M
rocA	sigL	1	sigma factor
rocA	rocR	1	TF+M
rocA	codY	-1	TF+M
rocA	ahrC	1	TF+M
rocA	abrB	-1	TF
exuR	sigE	1	sigma factor
exuR	sigA	1	sigma factor
exuR	exuR	-1	TF+M
exuR	ccpA	-1	TF+PP+M
exuR	spoIIID	-1	TF
yngB	yclJ	1	TF+TC
hisS	T-box-HIS	1	RNA switch
hisS	T-box-ASP	1	RNA switch
yngK	sigK	1	sigma factor
spoVK	sigK	1	sigma factor
spoVK	sigE	1	sigma factor
spoVK	spoIIID	1	TF
senS	senS	1	TF
senS	abrB	-1	TF
bglA	yydK	0	silico-TF+M
ytrA	sigA	1	sigma factor
ytrA	ytrA	-1	TF-M
mreC	sigM	1	sigma factor
mreC	sigH	1	sigma factor
yusR	sigE	1	sigma factor
opuE	sigB	1	sigma factor
opuE	sigA	1	sigma factor
opuE	ccpA	1	TF+PP+M
opuE	codY	0	TF+M
lytC	sigD	1	sigma factor
lytC	sigA	1	sigma factor
lytC	yvrHb	-1	TF+TC
lytC	slrR	-1	TF
lytC	lytR	-1	TF
mgsR	sigB	1	sigma factor
mgsR	mgsR	1	TF+S
qodI	qdor	-1	TF+M
qodI	lmrA	-1	TF+M
pycA	stringent response	1	unk
rimO	sigA	1	sigma factor
rimO	hrcA	-1	TF+HrcA unstability
rimO	arfM	0	TF
ylzA	sigF	1	sigma factor
spmB	sigE	1	sigma factor
spmB	spoIIID	-1	TF
yolJ	yvrHb	1	TF+TC
yolJ	rok	-1	TF
yolJ	abrB	-1	TF
yolJ	abh	1	TF
yocD	abrB	-1	TF
yybH	sigE	1	sigma factor
cheA	sigD	1	sigma factor
cheA	sigA	1	sigma factor
cheA	spo0A	-1	TF+PP
cheA	codY	-1	TF+M
adcC	sigA	1	sigma factor
adcC	zur	-1	TF+M
pgsE	degU	1	TF+TC
pgsE	tnrA	0	TF+P+M
ykoS	sigG	1	sigma factor
cotR	sigK	1	sigma factor
cotR	codY	0	TF+M
ypbQ	sigG	1	sigma factor
ylaA	ylaC	1	sigma factor
ylaA	sigA	1	sigma factor
ylaA	spx	1	TF+S
sspP	sigG	1	sigma factor
sspP	spoVT	1	TF
sspP	codY	0	TF+M
yozM	lexA	-1	TF-proteolyse
yozM	ccpA	-1	TF+PP+M
yybA	yybA	0	silico-TF+unk
ypqA	sigK	1	sigma factor
ypqA	sigE	1	sigma factor
ytvA	spx	1	TF+S
cgeC	sigK	1	sigma factor
cgeC	gerE	1	TF
ylbF	spo0A	-1	TF+PP
ctaO	abrB	-1	TF
glnM	sigE	1	sigma factor
glnM	tnrA	1	TF+P+M
glnM	codY	0	TF+M
sat	sigA	1	sigma factor
sat	S-box-SAM	-1	
sat	cymR	-1	TF+P+M
atpE	stringent response	-1	unk
exuT	sigE	1	sigma factor
exuT	sigA	1	sigma factor
exuT	exuR	-1	TF+M
exuT	ccpA	-1	TF+PP+M
exuT	spoIIID	-1	TF
yqgW	ccpA	0	TF+PP+M
yvoA	sigA	1	sigma factor
yvoA	nagR	-1	TF+M
yvoA	ccpA	-1	TF+PP+M
ppiB	sigA	1	sigma factor
ppiB	sigK	1	sigma factor
yrhH	sigX	1	sigma factor
yrhH	sigW	1	sigma factor
yrhH	sigM	1	sigma factor
yhaM	sigE	1	sigma factor
yhaM	lexA	-1	TF-proteolyse
dapG	sigK	1	sigma factor
dapG	sigA	1	sigma factor
yrdP	czrA	-1	TF+M
yojK	sigK	1	sigma factor
yxeA	yxdJ	1	TF+TC
pyrR	sigA	1	sigma factor
pyrR	pyrR	1	P-AT+M
pyrR	purR	-1	TF+M
coaD	RNA - ylbH	0	silico-riboswitch
xkdJ	xpf	1	sigma factor
sspI	sigG	1	sigma factor
yttA	tnrA	-1	TF+P+M
tuaG	sigF	1	sigma factor
tuaG	sigA	1	sigma factor
tuaG	phoP	1	TF+TC
malL	sigK	1	sigma factor
malL	sigE	1	sigma factor
malL	mdxR	0	silico-TF+M
ysmA	ccpA	0	TF+PP+M
yqxI	spo0A	1	TF+PP
yqxI	ccpA	-1	TF+PP+M
yqxI	abrB	-1	TF
coxA	sigE	1	sigma factor
coxA	sigG	1	sigma factor
coxA	spoVT	1	TF
epsI	sigA	1	sigma factor
epsI	sigH	1	sigma factor
epsI	sinR	-1	TF
epsI	eAR	0	RNA antiterminator
epsI	abrB	-1	TF
mbl	sigE	1	sigma factor
mbl	stringent response	-1	unk
fliP	sigD	1	sigma factor
fliP	sigA	1	sigma factor
fliP	spo0A	-1	TF+PP
fliP	codY	-1	TF+M
tuaF	sigF	1	sigma factor
tuaF	sigA	1	sigma factor
tuaF	phoP	1	TF+TC
yrkO	yrkP	1	TF+TC
lrgA	ccpA	0	TF+PP+M
lrgA	lytT	0	silico-TF+TC
ykuD	sigK	1	sigma factor
ykuD	ccpA	-1	TF+PP+M
yvyG	sigD	1	sigma factor
yvyG	sigA	1	sigma factor
yvyG	scoC	-1	TF
yvyG	degU	1	TF+TC
yvyG	comK	1	TF
yxeB	fur	-1	TF+M
glcR	comK	1	TF
glcR	glcR	0	silico-TF+unk
pdxT	spo0A	-1	TF+PP
spoIIIC	sigK	1	sigma factor
spoIIIC	sigE	1	sigma factor
spoIIIC	spoIIID	1	TF
spoIIIC	gerE	-1	TF
spoIIIC	gerR	-1	TF
ykvZ	bglZ	0	silico-TF+M
thyA	sigK	1	sigma factor
sigD	sigA	1	sigma factor
sigD	spo0A	-1	TF+PP
sigD	codY	-1	TF+M
hemB	sigA	1	sigma factor
hemB	perR	-1	TF+S
ykcB	yrkP	1	TF+TC
ykcB	yclJ	1	TF+TC
yqhV	sigE	1	sigma factor
yqhV	gerR	-1	TF
yqhV	spoIIID	-1	TF
yqhV	gerE	-1	TF
yolA	abrB	-1	TF
acoR	sigG	1	sigma factor
acoR	ccpA	-1	TF+PP+M
yclJ	resD	1	TF+TC
yhcH	sigG	1	sigma factor
yhcH	comK	1	TF
yhcH	gabR	0	TF+M
yvrH	yvrHb	1	TF+TC
yhaN	lexA	-1	TF-proteolyse
yteA	sigG	1	sigma factor
yteA	spoVT	1	TF
opuBB	sigA	1	sigma factor
opuBB	gbsR	-1	TF+M
opuBB	codY	0	TF+M
opuBB	yvbF/YvaV	0	silico-TF+unk
ywrA	ywrC	0	silico-TF+unk
yknU	sigE	1	sigma factor
yknU	spoIIID	1	TF
prmA	sigA	1	sigma factor
prmA	hrcA	-1	TF+HrcA unstability
prmA	arfM	0	TF
yufO	codY	-1	TF+M
fnr	sigA	1	sigma factor
fnr	resD	1	TF+TC
fnr	nsrR	-1	TF+M
fnr	fnr	1	TF+M
citH	sigE	1	sigma factor
citH	spoIIID	-1	TF
citH	ccpA	0	TF+PP+M
yoaW	sigE	1	sigma factor
yoaW	abrB	-1	TF
besA	fur	-1	TF+M
besA	abrB	-1	TF
folD	stringent response	-1	unk
folD	purR	-1	TF+M
sspK	sigG	1	sigma factor
gntK	sigK	1	sigma factor
gntK	sigA	1	sigma factor
gntK	gntR	-1	TF+M
gntK	ccpA	-1	TF+PP+M
gntK	abrB	1	TF
gntK	ccpB	-1	TF+unk
copA	csoR	-1	TF+M
ykrK	ykrK	-1	TF+unk
ymfJ	sigG	1	sigma factor
tagA	sigA	1	sigma factor
tagA	walR	1	TF+TC
tagA	phoP	-1	TF+TC
ctaC	sigA	1	sigma factor
ctaC	resD	1	TF+TC
ctaC	ccpA	-1	TF+PP+M
ctaC	abrB	-1	TF
ctaC	abh	-1	TF
yvfS	yvfU	0	silico-TF+TC
ycgL	sigG	1	sigma factor
pbpF	sigG	1	sigma factor
pbpF	sigA	1	sigma factor
mhqA	mhqR	-1	TF+M
yflS	malR	1	TF+TC
cotA	sigK	1	sigma factor
cotA	spoIIID	-1	TF
cotA	gerE	-1	TF
yyaO	sigK	1	sigma factor
tuaH	sigF	1	sigma factor
tuaH	sigA	1	sigma factor
tuaH	phoP	1	TF+TC
yhxD	sigB	1	sigma factor
yodB	yodB	-1	TF+S
yycQ	sigK	1	sigma factor
yycQ	sigE	1	sigma factor
ytlI	sigA	1	sigma factor
ytlI	cymR	-1	TF+P+M
ytlI	spx	-1	TF+S
ytlI	ytlI	0	TF+M
iscS.1	codY	0	TF+M
ydeH	abrB	-1	TF
dctB	sigB	1	sigma factor
ybbA	sigA	1	sigma factor
ybbA	fur	-1	TF+M
ybbA	citB	1	riboswitch
ybbA	btr	1	TF+M
